,id,ra,dec,ra(subaru),dec(subaru),FDFC
517,W_020068,5.94615,-0.4,2347.076,-2400.0,True
518,W_020069,7.24519,-0.4,2858.846,-2400.0,True
519,W_020070,8.54423,-0.4,3410.615,-2400.0,True
520,W_020071,9.84327,-0.4,3922.385,-2400.0,True
521,W_020072,11.1423,-0.4,4434.152,-2400.0,True
522,W_020073,12.4413,-0.4,4945.912,-2400.0,True
523,W_020074,13.7404,-0.4,5457.696,-2400.0,True
524,W_020075,15.0394,-0.4,10009.456,-2400.0,True
525,W_020076,16.3385,-0.4,10521.24,-2400.0,True
526,W_020077,17.6375,-0.4,11033.0,-2400.0,True
527,W_020078,18.9365,-0.4,11544.76,-2400.0,True
528,W_020079,20.2356,-0.4,12056.544,-2400.0,True
529,W_020080,21.5346,-0.4,12608.304,-2400.0,True
530,W_020081,22.8336,-0.4,13120.064,-2400.0,True
531,W_020082,24.1327,-0.4,13631.848,-2400.0,True
532,W_020083,25.4317,-0.4,14143.608,-2400.0,True
533,W_020084,26.7308,-0.4,14655.392,-2400.0,True
534,W_020085,28.0298,-0.4,15207.152,-2400.0,True
535,W_020086,29.3288,-0.4,15718.912,-2400.0,True
536,W_020087,30.6279,-0.4,20230.696,-2400.0,True
537,W_020088,31.9269,-0.4,20742.456,-2400.0,True
538,W_020089,33.226,-0.4,21254.24,-2400.0,True
539,W_020090,34.525,-0.4,21806.0,-2400.0,True
540,W_020091,35.824,-0.4,22317.76,-2400.0,True
541,W_020092,37.1231,-0.4,22829.544,-2400.0,True
542,W_020093,38.4221,-0.4,23341.304,-2400.0,True
543,W_020094,331.5216,0.725,220605.184,4330.0,True
544,W_020095,332.8207,0.725,221116.968,4330.0,True
545,W_020096,334.1197,0.725,221628.728,4330.0,True
546,W_020097,335.4188,0.725,222140.512,4330.0,True
547,W_020098,336.7178,0.725,222652.272,4330.0,True
548,W_020099,338.0168,0.725,223204.032,4330.0,True
549,W_020100,339.3159,0.725,223715.816,4330.0,True
550,W_020101,340.6149,0.725,224227.576,4330.0,True
551,W_020102,341.9139,0.725,224739.336,4330.0,True
552,W_020103,343.213,0.725,225251.12,4330.0,True
553,W_020104,344.512,0.725,225802.88,4330.0,True
554,W_020105,345.8111,0.725,230314.664,4330.0,True
555,W_020106,347.1101,0.725,230826.424,4330.0,True
556,W_020107,348.4091,0.725,231338.184,4330.0,True
557,W_020108,349.7082,0.725,231849.968,4330.0,True
558,W_020109,351.00721,0.725,232401.73,4330.0,True
559,W_020110,352.30625,0.725,232913.5,4330.0,True
560,W_020111,353.60529,0.725,233425.27,4330.0,True
561,W_020112,354.90433,0.725,233937.039,4330.0,True
562,W_020113,356.20337,0.725,234448.809,4330.0,True
563,W_020114,357.5024,0.725,235000.576,4330.0,True
564,W_020115,358.80144,0.725,235512.346,4330.0,True
565,W_020116,0.100481,0.725,24.115,4330.0,True
566,W_020117,1.39952,0.725,535.885,4330.0,True
567,W_020118,2.69856,0.725,1047.654,4330.0,True
568,W_020119,3.9976,0.725,1559.424,4330.0,True
569,W_020120,5.29663,0.725,2111.191,4330.0,True
570,W_020121,6.59567,0.725,2622.961,4330.0,True
571,W_020122,7.89471,0.725,3134.73,4330.0,True
572,W_020123,9.19375,0.725,3646.5,4330.0,True
573,W_020124,10.4928,0.725,4158.272,4330.0,True
574,W_020125,11.7918,0.725,4710.032,4330.0,True
575,W_020126,13.0909,0.725,5221.816,4330.0,True
576,W_020127,14.3899,0.725,5733.576,4330.0,True
577,W_020128,15.6889,0.725,10245.336,4330.0,True
578,W_020129,16.988,0.725,10757.12,4330.0,True
579,W_020130,18.287,0.725,11308.88,4330.0,True
580,W_020131,19.5861,0.725,11820.664,4330.0,True
581,W_020132,20.8851,0.725,12332.424,4330.0,True
582,W_020133,22.1841,0.725,12844.184,4330.0,True
583,W_020134,23.4832,0.725,13355.968,4330.0,True
584,W_020135,24.7822,0.725,13907.728,4330.0,True
585,W_020136,26.0812,0.725,14419.488,4330.0,True
586,W_020137,27.3803,0.725,14931.272,4330.0,True
587,W_020138,28.6793,0.725,15443.032,4330.0,True
588,W_020139,29.9784,0.725,15954.816,4330.0,True
589,W_020140,31.2774,0.725,20506.576,4330.0,True
590,W_020141,32.5764,0.725,21018.336,4330.0,True
591,W_020142,33.8755,0.725,21530.12,4330.0,True
592,W_020143,35.1745,0.725,22041.88,4330.0,True
593,W_020144,36.4735,0.725,22553.64,4330.0,True
594,W_020145,37.7726,0.725,23105.424,4330.0,True
595,W_020146,39.0716,0.725,23617.184,4330.0,True
596,W_020147,330.8721,1.85,220329.304,15100.0,True
597,W_020148,332.1712,1.85,220841.088,15100.0,True
598,W_020149,333.4702,1.85,221352.848,15100.0,True
599,W_020150,334.7692,1.85,221904.608,15100.0,True
600,W_020151,336.0683,1.85,222416.392,15100.0,True
601,W_020152,337.3673,1.85,222928.152,15100.0,True
602,W_020153,338.6664,1.85,223439.936,15100.0,True
603,W_020154,339.9654,1.85,223951.696,15100.0,True
604,W_020155,341.2644,1.85,224503.456,15100.0,True
605,W_020156,342.5635,1.85,225015.24,15100.0,True
606,W_020157,343.8625,1.85,225527.0,15100.0,True
607,W_020158,345.1615,1.85,230038.76,15100.0,True
608,W_020159,346.4606,1.85,230550.544,15100.0,True
609,W_020160,347.7596,1.85,231102.304,15100.0,True
610,W_020161,349.0587,1.85,231614.088,15100.0,True
611,W_020162,350.35769,1.85,232125.846,15100.0,True
612,W_020163,351.65673,1.85,232637.615,15100.0,True
613,W_020164,352.95577,1.85,233149.385,15100.0,True
614,W_020165,354.25481,1.85,233701.154,15100.0,True
615,W_020166,355.55385,1.85,234212.924,15100.0,True
616,W_020167,356.85289,1.85,234724.694,15100.0,True
617,W_020168,358.15192,1.85,235236.461,15100.0,True
618,W_020169,359.450962,1.85,235748.231,15100.0,True
619,W_020170,0.75,1.85,300.0,15100.0,True
620,W_020171,2.04904,1.85,811.77,15100.0,True
621,W_020172,3.34808,1.85,1323.539,15100.0,True
622,W_020173,4.64711,1.85,1835.306,15100.0,True
623,W_020174,5.94615,1.85,2347.076,15100.0,True
624,W_020175,7.24519,1.85,2858.846,15100.0,True
625,W_020176,8.54423,1.85,3410.615,15100.0,True
626,W_020177,9.84327,1.85,3922.385,15100.0,True
627,W_020178,11.1423,1.85,4434.152,15100.0,True
628,W_020179,12.4413,1.85,4945.912,15100.0,True
629,W_020180,13.7404,1.85,5457.696,15100.0,True
630,W_020181,15.0394,1.85,10009.456,15100.0,True
631,W_020182,16.3385,1.85,10521.24,15100.0,True
632,W_020183,17.6375,1.85,11033.0,15100.0,True
633,W_020184,18.9365,1.85,11544.76,15100.0,True
634,W_020185,20.2356,1.85,12056.544,15100.0,True
635,W_020186,21.5346,1.85,12608.304,15100.0,True
636,W_020187,22.8336,1.85,13120.064,15100.0,True
637,W_020188,24.1327,1.85,13631.848,15100.0,True
638,W_020189,25.4317,1.85,14143.608,15100.0,True
639,W_020190,26.7308,1.85,14655.392,15100.0,True
640,W_020191,28.0298,1.85,15207.152,15100.0,True
641,W_020192,29.3288,1.85,15718.912,15100.0,True
642,W_020193,30.6279,1.85,20230.696,15100.0,True
643,W_020194,31.9269,1.85,20742.456,15100.0,True
644,W_020195,33.226,1.85,21254.24,15100.0,True
645,W_020196,34.525,1.85,21806.0,15100.0,True
646,W_020197,35.824,1.85,22317.76,15100.0,True
647,W_020198,37.1231,1.85,22829.544,15100.0,True
648,W_020199,38.4221,1.85,23341.304,15100.0,True
649,W_020200,331.5216,2.975,220605.184,25830.0,True
650,W_020201,332.8207,2.975,221116.968,25830.0,True
651,W_020202,334.1197,2.975,221628.728,25830.0,True
652,W_020203,335.4188,2.975,222140.512,25830.0,True
653,W_020204,336.7178,2.975,222652.272,25830.0,True
654,W_020205,338.0168,2.975,223204.032,25830.0,True
655,W_020206,339.3159,2.975,223715.816,25830.0,True
656,W_020207,340.6149,2.975,224227.576,25830.0,True
657,W_020208,341.9139,2.975,224739.336,25830.0,True
658,W_020209,343.213,2.975,225251.12,25830.0,True
659,W_020210,344.512,2.975,225802.88,25830.0,True
660,W_020211,345.8111,2.975,230314.664,25830.0,True
661,W_020212,347.1101,2.975,230826.424,25830.0,True
662,W_020213,348.4091,2.975,231338.184,25830.0,True
663,W_020214,349.7082,2.975,231849.968,25830.0,True
664,W_020215,351.00721,2.975,232401.73,25830.0,True
665,W_020216,352.30625,2.975,232913.5,25830.0,True
666,W_020217,353.60529,2.975,233425.27,25830.0,True
667,W_020218,354.90433,2.975,233937.039,25830.0,True
668,W_020219,356.20337,2.975,234448.809,25830.0,True
669,W_020220,357.5024,2.975,235000.576,25830.0,True
670,W_020221,358.80144,2.975,235512.346,25830.0,True
671,W_020222,0.100481,2.975,24.115,25830.0,True
672,W_020223,1.39952,2.975,535.885,25830.0,True
673,W_020224,2.69856,2.975,1047.654,25830.0,True
674,W_020225,3.9976,2.975,1559.424,25830.0,True
675,W_020226,5.29663,2.975,2111.191,25830.0,True
676,W_020227,6.59567,2.975,2622.961,25830.0,True
677,W_020228,7.89471,2.975,3134.73,25830.0,True
678,W_020229,9.19375,2.975,3646.5,25830.0,True
679,W_020230,10.4928,2.975,4158.272,25830.0,True
680,W_020231,11.7918,2.975,4710.032,25830.0,True
681,W_020232,13.0909,2.975,5221.816,25830.0,True
682,W_020233,14.3899,2.975,5733.576,25830.0,True
683,W_020234,15.6889,2.975,10245.336,25830.0,True
684,W_020235,16.988,2.975,10757.12,25830.0,True
685,W_020236,18.287,2.975,11308.88,25830.0,True
686,W_020237,19.5861,2.975,11820.664,25830.0,True
687,W_020238,20.8851,2.975,12332.424,25830.0,True
688,W_020239,22.1841,2.975,12844.184,25830.0,True
689,W_020240,23.4832,2.975,13355.968,25830.0,True
690,W_020241,24.7822,2.975,13907.728,25830.0,True
691,W_020242,26.0812,2.975,14419.488,25830.0,True
692,W_020243,27.3803,2.975,14931.272,25830.0,True
693,W_020244,28.6793,2.975,15443.032,25830.0,True
694,W_020245,29.9784,2.975,15954.816,25830.0,True
695,W_020246,31.2774,2.975,20506.576,25830.0,True
696,W_020247,32.5764,2.975,21018.336,25830.0,True
697,W_020248,33.8755,2.975,21530.12,25830.0,True
698,W_020249,35.1745,2.975,22041.88,25830.0,True
699,W_020250,36.4735,2.975,22553.64,25830.0,True
700,W_020251,37.7726,2.975,23105.424,25830.0,True
701,W_020252,39.0716,2.975,23617.184,25830.0,True
702,W_020253,330.8721,4.1,220329.304,40600.0,True
703,W_020254,332.1712,4.1,220841.088,40600.0,True
704,W_020255,333.4702,4.1,221352.848,40600.0,True
705,W_020256,334.7692,4.1,221904.608,40600.0,True
706,W_020257,336.0683,4.1,222416.392,40600.0,True
707,W_020258,337.3673,4.1,222928.152,40600.0,True
708,W_020259,338.6664,4.1,223439.936,40600.0,True
709,W_020260,339.9654,4.1,223951.696,40600.0,True
710,W_020261,341.2644,4.1,224503.456,40600.0,True
711,W_020262,342.5635,4.1,225015.24,40600.0,True
712,W_020263,343.8625,4.1,225527.0,40600.0,True
713,W_020264,345.1615,4.1,230038.76,40600.0,True
714,W_020265,346.4606,4.1,230550.544,40600.0,True
715,W_020266,347.7596,4.1,231102.304,40600.0,True
716,W_020267,349.0587,4.1,231614.088,40600.0,True
717,W_020268,350.35769,4.1,232125.846,40600.0,True
718,W_020269,351.65673,4.1,232637.615,40600.0,True
719,W_020270,352.95577,4.1,233149.385,40600.0,True
720,W_020271,354.25481,4.1,233701.154,40600.0,True
721,W_020272,355.55385,4.1,234212.924,40600.0,True
722,W_020273,356.85289,4.1,234724.694,40600.0,True
723,W_020274,358.15192,4.1,235236.461,40600.0,True
724,W_020275,359.450962,4.1,235748.231,40600.0,True
725,W_020276,0.75,4.1,300.0,40600.0,True
726,W_020277,2.04904,4.1,811.77,40600.0,True
727,W_020278,3.34808,4.1,1323.539,40600.0,True
728,W_020279,4.64711,4.1,1835.306,40600.0,True
729,W_020280,5.94615,4.1,2347.076,40600.0,True
730,W_020281,7.24519,4.1,2858.846,40600.0,True
731,W_020282,8.54423,4.1,3410.615,40600.0,True
732,W_020283,9.84327,4.1,3922.385,40600.0,True
733,W_020284,11.1423,4.1,4434.152,40600.0,True
734,W_020285,12.4413,4.1,4945.912,40600.0,True
735,W_020286,13.7404,4.1,5457.696,40600.0,True
736,W_020287,15.0394,4.1,10009.456,40600.0,True
737,W_020288,16.3385,4.1,10521.24,40600.0,True
738,W_020289,17.6375,4.1,11033.0,40600.0,True
739,W_020290,18.9365,4.1,11544.76,40600.0,True
740,W_020291,20.2356,4.1,12056.544,40600.0,True
741,W_020292,21.5346,4.1,12608.304,40600.0,True
742,W_020293,22.8336,4.1,13120.064,40600.0,True
743,W_020294,24.1327,4.1,13631.848,40600.0,True
744,W_020295,25.4317,4.1,14143.608,40600.0,True
745,W_020296,26.7308,4.1,14655.392,40600.0,True
746,W_020297,28.0298,4.1,15207.152,40600.0,True
747,W_020298,29.3288,4.1,15718.912,40600.0,True
748,W_020299,30.6279,4.1,20230.696,40600.0,True
749,W_020300,31.9269,4.1,20742.456,40600.0,True
750,W_020301,33.226,4.1,21254.24,40600.0,True
751,W_020302,34.525,4.1,21806.0,40600.0,True
752,W_020303,35.824,4.1,22317.76,40600.0,True
753,W_020304,37.1231,4.1,22829.544,40600.0,True
754,W_020305,38.4221,4.1,23341.304,40600.0,True
755,W_020306,331.5216,5.225,220605.184,51330.0,True
756,W_020307,332.8207,5.225,221116.968,51330.0,True
757,W_020308,334.1197,5.225,221628.728,51330.0,True
758,W_020309,335.4188,5.225,222140.512,51330.0,True
759,W_020310,336.7178,5.225,222652.272,51330.0,True
760,W_020311,338.0168,5.225,223204.032,51330.0,True
761,W_020312,339.3159,5.225,223715.816,51330.0,True
762,W_020313,340.6149,5.225,224227.576,51330.0,True
763,W_020314,341.9139,5.225,224739.336,51330.0,True
764,W_020315,343.213,5.225,225251.12,51330.0,True
765,W_020316,344.512,5.225,225802.88,51330.0,True
766,W_020317,345.8111,5.225,230314.664,51330.0,True
767,W_020318,347.1101,5.225,230826.424,51330.0,True
768,W_020319,348.4091,5.225,231338.184,51330.0,True
769,W_020320,349.7082,5.225,231849.968,51330.0,True
770,W_020321,351.00721,5.225,232401.73,51330.0,True
771,W_020322,352.30625,5.225,232913.5,51330.0,True
772,W_020323,353.60529,5.225,233425.27,51330.0,True
773,W_020324,354.90433,5.225,233937.039,51330.0,True
774,W_020325,356.20337,5.225,234448.809,51330.0,True
775,W_020326,357.5024,5.225,235000.576,51330.0,True
776,W_020327,358.80144,5.225,235512.346,51330.0,True
777,W_020328,0.100481,5.225,24.115,51330.0,True
778,W_020329,1.39952,5.225,535.885,51330.0,True
779,W_020330,2.69856,5.225,1047.654,51330.0,True
780,W_020331,3.9976,5.225,1559.424,51330.0,True
781,W_020332,5.29663,5.225,2111.191,51330.0,True
782,W_020333,6.59567,5.225,2622.961,51330.0,True
783,W_020334,7.89471,5.225,3134.73,51330.0,False
784,W_020335,9.19375,5.225,3646.5,51330.0,False
785,W_020336,10.4928,5.225,4158.272,51330.0,True
786,W_020337,11.7918,5.225,4710.032,51330.0,True
787,W_020338,13.0909,5.225,5221.816,51330.0,True
788,W_020339,14.3899,5.225,5733.576,51330.0,True
789,W_020340,15.6889,5.225,10245.336,51330.0,True
790,W_020341,16.988,5.225,10757.12,51330.0,True
791,W_020342,18.287,5.225,11308.88,51330.0,True
792,W_020343,19.5861,5.225,11820.664,51330.0,True
793,W_020344,20.8851,5.225,12332.424,51330.0,True
794,W_020345,22.1841,5.225,12844.184,51330.0,True
795,W_020346,23.4832,5.225,13355.968,51330.0,False
796,W_020347,24.7822,5.225,13907.728,51330.0,False
797,W_020348,26.0812,5.225,14419.488,51330.0,False
798,W_020349,27.3803,5.225,14931.272,51330.0,False
799,W_020350,28.6793,5.225,15443.032,51330.0,False
800,W_020351,29.9784,5.225,15954.816,51330.0,False
801,W_020352,31.2774,5.225,20506.576,51330.0,False
802,W_020353,32.5764,5.225,21018.336,51330.0,False
803,W_020354,33.8755,5.225,21530.12,51330.0,False
804,W_020355,35.1745,5.225,22041.88,51330.0,False
805,W_020356,36.4735,5.225,22553.64,51330.0,False
806,W_020357,37.7726,5.225,23105.424,51330.0,False
807,W_020358,39.0716,5.225,23617.184,51330.0,False
808,W_020359,330.8721,6.35,220329.304,62100.0,True
809,W_020360,332.1712,6.35,220841.088,62100.0,True
810,W_020361,333.4702,6.35,221352.848,62100.0,True
811,W_020362,334.7692,6.35,221904.608,62100.0,True
812,W_020363,336.0683,6.35,222416.392,62100.0,True
813,W_020364,337.3673,6.35,222928.152,62100.0,True
814,W_020365,338.6664,6.35,223439.936,62100.0,True
815,W_020366,339.9654,6.35,223951.696,62100.0,True
816,W_020367,341.2644,6.35,224503.456,62100.0,False
817,W_020368,342.5635,6.35,225015.24,62100.0,False
818,W_020369,343.8625,6.35,225527.0,62100.0,False
819,W_020370,345.1615,6.35,230038.76,62100.0,False
820,W_020371,346.4606,6.35,230550.544,62100.0,False
821,W_020372,347.7596,6.35,231102.304,62100.0,False
822,W_020373,349.0587,6.35,231614.088,62100.0,False
823,W_020374,350.35769,6.35,232125.846,62100.0,False
824,W_020375,351.65673,6.35,232637.615,62100.0,False
825,W_020376,352.95577,6.35,233149.385,62100.0,False
826,W_020377,354.25481,6.35,233701.154,62100.0,False
827,W_020378,355.55385,6.35,234212.924,62100.0,False
828,W_020379,356.85289,6.35,234724.694,62100.0,False
829,W_020380,358.15192,6.35,235236.461,62100.0,False
830,W_020381,359.450962,6.35,235748.231,62100.0,False
831,W_020382,0.75,6.35,300.0,62100.0,False
832,W_020383,2.04904,6.35,811.77,62100.0,False
833,W_020384,3.34808,6.35,1323.539,62100.0,False
834,W_020385,4.64711,6.35,1835.306,62100.0,False
835,W_020386,5.94615,6.35,2347.076,62100.0,False
836,W_020387,7.24519,6.35,2858.846,62100.0,False
837,W_020388,8.54423,6.35,3410.615,62100.0,False
838,W_020389,9.84327,6.35,3922.385,62100.0,False
839,W_020390,11.1423,6.35,4434.152,62100.0,False
840,W_020391,12.4413,6.35,4945.912,62100.0,False
841,W_020392,13.7404,6.35,5457.696,62100.0,False
842,W_020393,15.0394,6.35,10009.456,62100.0,False
843,W_020394,16.3385,6.35,10521.24,62100.0,False
844,W_020395,17.6375,6.35,11033.0,62100.0,False
845,W_020396,18.9365,6.35,11544.76,62100.0,False
846,W_020397,20.2356,6.35,12056.544,62100.0,False
847,W_020398,21.5346,6.35,12608.304,62100.0,False
848,W_020399,22.8336,6.35,13120.064,62100.0,False
849,W_020400,24.1327,6.35,13631.848,62100.0,False
850,W_020401,25.4317,6.35,14143.608,62100.0,False
851,W_020402,26.7308,6.35,14655.392,62100.0,False
852,W_020403,28.0298,6.35,15207.152,62100.0,False
853,W_020404,29.3288,6.35,15718.912,62100.0,False
854,W_020405,30.6279,6.35,20230.696,62100.0,False
855,W_020406,31.9269,6.35,20742.456,62100.0,False
856,W_020407,33.226,6.35,21254.24,62100.0,False
857,W_020408,34.525,6.35,21806.0,62100.0,False
858,W_020409,35.824,6.35,22317.76,62100.0,False
859,W_020410,37.1231,6.35,22829.544,62100.0,False
860,W_020411,38.4221,6.35,23341.304,62100.0,False
861,W_030001,200.0,42.775,132000.0,424630.0,True
862,W_030002,201.7697758,42.775,132704.746,424630.0,True
863,W_030003,203.5395517,42.775,133409.492,424630.0,True
864,W_030004,205.3093275,42.775,134114.239,424630.0,True
865,W_030005,207.0791033,42.775,134818.985,424630.0,True
866,W_030006,208.8488791,42.775,135523.731,424630.0,True
867,W_030007,210.618655,42.775,140228.477,424630.0,True
868,W_030008,212.3884308,42.775,140933.223,424630.0,True
869,W_030009,214.1582066,42.775,141637.97,424630.0,True
870,W_030010,215.9279824,42.775,142342.716,424630.0,True
871,W_030011,217.6977583,42.775,143047.462,424630.0,True
872,W_030012,219.4675341,42.775,143752.208,424630.0,True
873,W_030013,221.2373099,42.775,144456.954,424630.0,True
874,W_030014,223.0070857,42.775,145201.701,424630.0,True
875,W_030015,224.7768616,42.775,145906.447,424630.0,True
876,W_030016,226.5466374,42.775,150611.193,424630.0,True
877,W_030017,228.3164132,42.775,151315.939,424630.0,True
878,W_030018,230.086189,42.775,152020.685,424630.0,True
879,W_030019,231.8559649,42.775,152725.432,424630.0,True
880,W_030020,233.6257407,42.775,153430.178,424630.0,True
881,W_030021,235.3955165,42.775,154134.924,424630.0,True
882,W_030022,237.1652923,42.775,154839.67,424630.0,True
883,W_030023,238.9350682,42.775,155544.416,424630.0,True
884,W_030024,240.704844,42.775,160249.163,424630.0,True
885,W_030025,242.4746198,42.775,160953.909,424630.0,True
886,W_030026,244.2443956,42.775,161658.655,424630.0,True
887,W_030027,246.0141715,42.775,162403.401,424630.0,True
888,W_030028,247.7839473,42.775,163108.147,424630.0,True
889,W_030029,249.5537231,42.775,163812.894,424630.0,True
890,W_030030,200.8848879,43.9,132332.373,435400.0,True
891,W_030031,202.6546637,43.9,133037.119,435400.0,True
892,W_030032,204.4244396,43.9,133741.865,435400.0,True
893,W_030033,206.1942154,43.9,134446.612,435400.0,True
894,W_030034,207.9639912,43.9,135151.358,435400.0,True
895,W_030035,209.733767,43.9,135856.104,435400.0,True
896,W_030036,211.5035429,43.9,140600.85,435400.0,True
897,W_030037,213.2733187,43.9,141305.596,435400.0,True
898,W_030038,215.0430945,43.9,142010.343,435400.0,True
899,W_030039,216.8128703,43.9,142715.089,435400.0,True
900,W_030040,218.5826462,43.9,143419.835,435400.0,True
901,W_030041,220.352422,43.9,144124.581,435400.0,True
902,W_030042,222.1221978,43.9,144829.327,435400.0,True
903,W_030043,223.8919736,43.9,145534.074,435400.0,True
904,W_030044,225.6617495,43.9,150238.82,435400.0,True
905,W_030045,227.4315253,43.9,150943.566,435400.0,True
906,W_030046,229.2013011,43.9,151648.312,435400.0,True
907,W_030047,230.9710769,43.9,152353.058,435400.0,True
908,W_030048,232.7408528,43.9,153057.805,435400.0,True
909,W_030049,234.5106286,43.9,153802.551,435400.0,True
910,W_030050,236.2804044,43.9,154507.297,435400.0,True
911,W_030051,238.0501803,43.9,155212.043,435400.0,True
912,W_030052,239.8199561,43.9,155916.789,435400.0,True
913,W_030053,241.5897319,43.9,160621.536,435400.0,True
914,W_030054,243.3595077,43.9,161326.282,435400.0,True
915,W_030055,245.1292836,43.9,162031.028,435400.0,True
916,W_030056,246.8990594,43.9,162735.774,435400.0,True
917,W_030057,248.6688352,43.9,163440.52,435400.0,True
918,D_010001,150.93,3.0185556,100343.2,30106.8,True
919,D_010002,149.67125,2.6655,95841.1,23955.8,True
920,D_010003,150.5708333,1.7601944,100217.0,14536.7,True
921,D_010004,149.3008333,1.4095,95712.2,12434.2,True
922,D_020001,35.813875,-5.3085194,22315.33,-51830.67,True
923,D_020002,35.5934583,-4.0623556,22222.43,-40344.48,True
924,D_020003,36.83275,-4.4631722,22719.86,-42747.42,True
925,D_030001,353.03525,0.2803972,233208.46,1649.43,True
926,D_030002,351.759,0.2803917,232702.16,1649.41,True
927,D_030003,352.3605417,-0.84415,232926.53,-5038.94,True
928,D_030004,351.0525,-0.8296139,232412.6,-4946.61,True
929,D_040001,242.753375,53.9418639,161100.81,535630.71,False
930,D_040002,243.9444167,54.9882611,161546.66,545917.74,False
931,D_040003,242.7252917,56.047125,161054.07,560249.65,False
932,D_040004,241.5674583,54.9880306,160616.19,545916.91,False
933,U_010001,150.1191667,2.2058333,100028.6,21221.0,True
934,U_020001,34.565,-4.85,21815.6,-45100.0,True
